,actual_home_win,pred_home_win,pred_home_win_proba
28036,1,1,0.7039604346859627
27394,1,0,0.46292029472806334
31630,1,1,0.6351291673068725
31256,1,1,0.6302334582539735
30900,0,1,0.6997153456020431
33704,0,1,0.6168533770528265
32762,0,1,0.6771905760310594
34537,0,1,0.6784835125677036
35279,1,1,0.5154093827321055
29084,0,1,0.6748303089573929
34420,1,1,0.5272055768430467
33002,1,1,0.5832146232075806
31616,0,1,0.6407753704502969
35187,1,0,0.45322162148963907
33157,1,1,0.6689023072046539
34167,1,0,0.48289862455891475
30815,1,1,0.5218710917125019
31083,1,1,0.6192372940697012
32301,1,1,0.7550679766150765
32447,0,1,0.547303566250112
29550,0,1,0.6130342592458051
33310,0,0,0.39436488972924566
32162,1,1,0.5674749856194555
32464,1,0,0.41197762814852096
30356,1,0,0.4548441779152026
32856,0,1,0.5520971469674939
27247,0,1,0.6126013663330215
32114,0,0,0.49963973263678113
30448,1,1,0.5187407287894553
34977,1,0,0.43920045713323347
31660,1,1,0.6019375539135642
30776,1,1,0.5632717645695573
30029,1,1,0.7788764958288213
31657,1,1,0.656849372981867
30195,1,0,0.4619974596272357
29694,0,0,0.4197514756906824
35000,0,1,0.6068982244298686
31764,1,0,0.49960964648983824
28310,1,1,0.6719769836162697
35214,0,1,0.5184095165518318
31294,1,1,0.7340839798165684
33780,1,1,0.5244479339796508
30869,1,1,0.5519767404224961
29255,1,1,0.5491848842726362
34950,0,1,0.6021310546905752
34455,0,1,0.611646535712757
29274,0,0,0.4924564895542881
27107,0,1,0.5948563466362417
28731,1,0,0.37754352768134475
29265,1,1,0.5755411556971533
33209,0,1,0.5933437323850113
32295,1,1,0.5022665974710903
32428,0,1,0.529830604664054
30819,0,1,0.6573260946918006
27283,0,1,0.5253445363713771
27251,1,1,0.7154486078661574
30579,1,0,0.4711340544541286
29976,0,1,0.5974254568376609
29913,0,0,0.3686456236498211
27501,0,1,0.5634496973646139
31929,1,1,0.5795068524857594
34033,1,0,0.47833398243571906
27374,1,1,0.6619489231308511
27749,0,1,0.6125684371282358
28807,1,1,0.5257212155805414
31179,1,1,0.7087799312588423
30199,0,0,0.35602355912823036
27153,1,1,0.728528185832203
30057,1,0,0.4790634123373836
29239,1,1,0.5117964124969671
30471,0,0,0.3992322460890317
34591,1,1,0.5865078637943602
32988,1,1,0.5504217931610036
28898,1,1,0.577270895461509
32323,1,1,0.7403154658076323
28901,0,1,0.6687640115709335
34127,0,1,0.5819946241950662
34545,1,1,0.7207410082474681
31555,0,1,0.5017937164468297
33424,1,1,0.6186265539931165
33173,1,1,0.6785315108225041
27323,0,0,0.45524392154518045
27278,0,0,0.4707177096324072
33347,0,1,0.5459527124794182
29689,1,1,0.6403859744692612
34348,1,1,0.6665197063872964
32669,1,1,0.5444125286528688
32675,0,1,0.5304579810488108
31628,0,0,0.4663656168932524
34498,0,1,0.5270726192116899
30458,0,1,0.5315278330216838
28683,0,1,0.599409115576181
28480,1,1,0.6686147528089387
30157,1,1,0.5127567824824867
27803,0,0,0.4929314373098764
30394,1,1,0.7843327899000961
28616,1,1,0.5376850979435368
32370,0,0,0.3895622894573063
33551,0,0,0.29030553691662636
34135,0,1,0.5784564976934756
27609,0,1,0.7601872805917337
31512,1,1,0.703372790167131
29410,0,1,0.6414696162711142
30192,0,1,0.6565855622785388
28261,1,1,0.6863660704783352
28624,1,0,0.43456474503270515
32015,1,1,0.6180662689817145
31045,0,1,0.6776466522247828
34132,0,1,0.5083408322643229
32638,1,1,0.6503880946446859
28806,1,1,0.5579528325284662
28276,0,0,0.4549816622048061
35048,0,1,0.533798661463663
30800,0,0,0.4857953739361446
27083,1,1,0.6096280939183122
29000,1,0,0.40879168004296873
27866,1,1,0.5857123509585239
29675,0,1,0.5626351079996443
34908,1,1,0.7586639704152305
27447,0,0,0.4537711607643493
27122,0,1,0.5747723791200063
28411,0,1,0.6574216613351587
27135,1,1,0.533414889901803
29441,1,1,0.509771496152223
32613,0,0,0.4805076842662238
27777,0,1,0.5500053020238505
34957,0,0,0.38243912708613204
31314,0,1,0.5092757435236586
34196,1,1,0.541998630689766
31946,1,1,0.6471752813266711
